"GeneSet","gene"
"Melanocytic_Differentiation_REFERENCE_data_driven","POMT2"
"Melanocytic_Differentiation_REFERENCE_data_driven","IL12RB2"
"Melanocytic_Differentiation_REFERENCE_data_driven","PDHA1"
"Melanocytic_Differentiation_REFERENCE_data_driven","MLPH"
"Melanocytic_Differentiation_REFERENCE_data_driven","OR7A5"
"Melanocytic_Differentiation_REFERENCE_hybrid","MLANA"
"Melanocytic_Differentiation_REFERENCE_hybrid","PMEL"
"Melanocytic_Differentiation_REFERENCE_hybrid","TYR"
"Melanocytic_Differentiation_REFERENCE_hybrid","DCT"
"Melanocytic_Differentiation_REFERENCE_hybrid","MITF"
"Melanocytic_Differentiation_REFERENCE_hybrid","SOX10"
"Melanocytic_Differentiation_REFERENCE_hybrid","TFAP2A"
"Melanocytic_Differentiation_REFERENCE_hybrid","S100B"
"Melanocytic_Differentiation_REFERENCE_hybrid","STK32A"
"Melanocytic_Differentiation_REFERENCE_hybrid","SYNGR1"
"Melanocytic_Differentiation_REFERENCE_hybrid","GTF2F2"
"Melanocytic_Differentiation_REFERENCE_hybrid","TUBB4A"
"Melanocytic_Differentiation_REFERENCE_hybrid","KCNJ13"
"Melanocytic_Differentiation_REFERENCE_hybrid","MFAP3L"
"Melanocytic_Differentiation_REFERENCE_hybrid","PAX3"
"Melanocytic_Differentiation_REFERENCE_hybrid","CABLES1"
"Melanocytic_Differentiation_REFERENCE_hybrid","PHLPP1"
"Melanocytic_Differentiation_REFERENCE_hybrid","CA14"
"Melanocytic_Differentiation_REFERENCE_hybrid","SEMA6A"
"Melanocytic_Differentiation_REFERENCE_hybrid","MYO10"
"Melanocytic_Differentiation_REFERENCE_hybrid","PPM1H"
"Melanocytic_Differentiation_REFERENCE_hybrid","ILVBL"
"Melanocytic_Differentiation_REFERENCE_hybrid","ST6GALNAC2"
"Melanocytic_Differentiation_REFERENCE_hybrid","CYP2U1"
"Melanocytic_Differentiation_REFERENCE_hybrid","PRAME"
"Melanocytic_Differentiation_REFERENCE_hybrid","SNCA"
"Melanocytic_Differentiation_REFERENCE_hybrid","GCNT2"
"Melanocytic_Differentiation_REFERENCE_hybrid","STX7"
"Melanocytic_Differentiation_REFERENCE_hybrid","IRF4"
"Melanocytic_Differentiation_REFERENCE_hybrid","ADIPOR2"
"Melanocytic_Differentiation_REFERENCE_hybrid","MXI1"
"Melanocytic_Differentiation_REFERENCE_hybrid","CEP295NL"
"Dedifferentiated_inflammatory_REFERENCE","TNFRSF10D"
"Dedifferentiated_inflammatory_REFERENCE","STK17A"
"Dedifferentiated_inflammatory_REFERENCE","IQCA1"
"Dedifferentiated_inflammatory_REFERENCE","NFYB"
"Dedifferentiated_inflammatory_REFERENCE","ID3"
"Dedifferentiated_inflammatory_REFERENCE","ADAMTS9"
"Dedifferentiated_inflammatory_REFERENCE","THBS1"
"Dedifferentiated_inflammatory_REFERENCE","SOCS3"
"Dedifferentiated_inflammatory_REFERENCE","LRIG1"
"Dedifferentiated_inflammatory_REFERENCE","LPAR1"
"Dedifferentiated_inflammatory_REFERENCE","F3"
"Dedifferentiated_inflammatory_REFERENCE","NHS"
"Dedifferentiated_inflammatory_REFERENCE","NGF"
"Dedifferentiated_inflammatory_REFERENCE","GUCY1B3"
"Dedifferentiated_inflammatory_REFERENCE","KCTD17"
"Dedifferentiated_inflammatory_REFERENCE","GFRA1"
"Dedifferentiated_inflammatory_REFERENCE","CXCL6"
"Dedifferentiated_inflammatory_REFERENCE","TSPAN13"
"Dedifferentiated_inflammatory_REFERENCE","NUAK1"
"Dedifferentiated_inflammatory_REFERENCE","ERRFI1"
"Dedifferentiated_inflammatory_REFERENCE","TMEM47"
"Dedifferentiated_inflammatory_REFERENCE","ARNTL2"
"Dedifferentiated_inflammatory_REFERENCE","GEM"
"Dedifferentiated_inflammatory_REFERENCE","DDAH1"
"Dedifferentiated_inflammatory_REFERENCE","TUBB6"
"Dedifferentiated_inflammatory_REFERENCE","FUOM"
"Dedifferentiated_inflammatory_REFERENCE","JUNB"
"Dedifferentiated_inflammatory_REFERENCE","CH25H"
"Dedifferentiated_inflammatory_REFERENCE","NNMT"
"Dedifferentiated_inflammatory_REFERENCE","MCUB"
"Dedifferentiated_inflammatory_REFERENCE","ANKRD29"
"Dedifferentiated_inflammatory_REFERENCE","PTPRN2"
"Dedifferentiated_inflammatory_REFERENCE","HIF1A"
"Dedifferentiated_inflammatory_REFERENCE","S1PR3"
"Dedifferentiated_inflammatory_REFERENCE","CHST2"
"Dedifferentiated_inflammatory_REFERENCE","CARHSP1"
"Dedifferentiated_inflammatory_REFERENCE","SNCG"
"Dedifferentiated_inflammatory_REFERENCE","CAMK1"
"Dedifferentiated_inflammatory_REFERENCE","CIB1"
"Dedifferentiated_inflammatory_REFERENCE","MCEMP1"
"Dedifferentiated_inflammatory_REFERENCE","RGS16"
"Dedifferentiated_inflammatory_REFERENCE","S100A9"
"Dedifferentiated_inflammatory_REFERENCE","S100A8"
"Dedifferentiated_inflammatory_REFERENCE","TWSG1"
"Dedifferentiated_inflammatory_REFERENCE","PXDN"
"Dedifferentiated_inflammatory_REFERENCE","CRIP1"
"Dedifferentiated_inflammatory_REFERENCE","CCL20"
"Dedifferentiated_inflammatory_REFERENCE","CXCL2"
"Dedifferentiated_inflammatory_REFERENCE","TMEM39B"
"Dedifferentiated_inflammatory_REFERENCE","CHST1"
"Dedifferentiated_inflammatory_REFERENCE","COL12A1"
"Dedifferentiated_inflammatory_REFERENCE","COL6A2"
"Dedifferentiated_inflammatory_REFERENCE","UNC5B"
"Dedifferentiated_inflammatory_REFERENCE","VCAN"
"Dedifferentiated_inflammatory_REFERENCE","CLMP"
"Dedifferentiated_inflammatory_REFERENCE","PLAUR"
"Dedifferentiated_inflammatory_REFERENCE","COL6A1"
"Dedifferentiated_inflammatory_REFERENCE","FAM20C"
"Dedifferentiated_inflammatory_REFERENCE","COL5A2"
"Dedifferentiated_inflammatory_REFERENCE","COL15A1"
"Dedifferentiated_inflammatory_REFERENCE","SH2B3"
"Dedifferentiated_inflammatory_REFERENCE","LOXL2"
"Dedifferentiated_inflammatory_REFERENCE","PLAU"
"Dedifferentiated_inflammatory_REFERENCE","EGFR"
"Dedifferentiated_inflammatory_REFERENCE","COL5A1"
"Dedifferentiated_inflammatory_REFERENCE","PRRX2"
"Dedifferentiated_inflammatory_REFERENCE","TP53I11"
"Dedifferentiated_inflammatory_REFERENCE","MRC2"
"Dedifferentiated_inflammatory_REFERENCE","NGEF"
"Dedifferentiated_inflammatory_REFERENCE","OLFML2B"
"Dedifferentiated_inflammatory_REFERENCE","FBN1"
"Dedifferentiated_inflammatory_REFERENCE","TIMP1"
"Dedifferentiated_inflammatory_REFERENCE","FOSL2"
"Dedifferentiated_inflammatory_REFERENCE","ANO1"
"Dedifferentiated_inflammatory_REFERENCE","NID2"
"Dedifferentiated_inflammatory_REFERENCE","BICC1"
"Dedifferentiated_inflammatory_REFERENCE","ZEB1"
"Dedifferentiated_inflammatory_REFERENCE","LTBP2"
"Dedifferentiated_inflammatory_REFERENCE","VDR"
"Dedifferentiated_inflammatory_REFERENCE","MYOF"
"Dedifferentiated_inflammatory_REFERENCE","IGFBP6"
"Dedifferentiated_inflammatory_REFERENCE","COL6A3"
"Dedifferentiated_inflammatory_REFERENCE","PODXL"
"Dedifferentiated_inflammatory_REFERENCE","OSMR"
"Dedifferentiated_inflammatory_REFERENCE","FST"
"Dedifferentiated_inflammatory_REFERENCE","ECE1"
"Dedifferentiated_inflammatory_REFERENCE","TPBG"
"Dedifferentiated_inflammatory_REFERENCE","C1R"
"Dedifferentiated_inflammatory_REFERENCE","ADAM19"
"Dedifferentiated_inflammatory_REFERENCE","RASA4B"
"Dedifferentiated_inflammatory_REFERENCE","COL1A1"
"Dedifferentiated_inflammatory_REFERENCE","INHBA"
"Dedifferentiated_inflammatory_REFERENCE","CSRNP1"
"Dedifferentiated_inflammatory_REFERENCE","RUNX1"
"Dedifferentiated_inflammatory_REFERENCE","CDH11"
"Dedifferentiated_inflammatory_REFERENCE","GPC6"
